Player_Name,Gender,Country,Year,Sport,Event,Sport_Type,Gold,Silver,Bronze
Khin Thein,Unknown,Burma,1978,Sailing,Super Moth,Single,0,1,0
Masaaki Ogura,Unknown,Japan,1978,Sailing,Super Moth,Single,0,0,1
Fumihisa Semizuki,Unknown,Japan,1978,Shooting,10 m air pistol,Single,1,0,0
Ratana Krajangphot,Unknown,Thailand,1978,Shooting,10 m air pistol,Single,0,1,0
Zhang Hong,Unknown,China,1978,Shooting,10 m air pistol,Single,0,0,1
Takayasu Eto,Unknown,Japan,1978,Shooting,10 m air pistol team,Team,1,0,0
Makoto Ichimura,Unknown,Japan,1978,Shooting,10 m air pistol team,Team,1,0,0
Masaaki Kamimura,Unknown,Japan,1978,Shooting,10 m air pistol team,Team,1,0,0
Fumihisa Semizuki,Unknown,Japan,1978,Shooting,10 m air pistol team,Team,1,0,0
Vichit Chiewvej,Unknown,Thailand,1978,Shooting,10 m air pistol team,Team,0,1,0
Ratana Krajangphot,Unknown,Thailand,1978,Shooting,10 m air pistol team,Team,0,1,0
Boriboon Vutiphagdee,Unknown,Thailand,1978,Shooting,10 m air pistol team,Team,0,1,0
Rangsit Yanothai,Unknown,Thailand,1978,Shooting,10 m air pistol team,Team,0,1,0
Jin Chunba,Unknown,China,1978,Shooting,10 m air pistol team,Team,0,0,1
Wang Jia,Unknown,China,1978,Shooting,10 m air pistol team,Team,0,0,1
Zhang Hong,Unknown,China,1978,Shooting,10 m air pistol team,Team,0,0,1
Zheng Qingshan,Unknown,China,1978,Shooting,10 m air pistol team,Team,0,0,1
Pang Liqin,Unknown,China,1978,Shooting,10 m air rifle,Single,1,0,0
Paisarn Chamornmarn,Unknown,Thailand,1978,Shooting,10 m air rifle,Single,0,1,0
Kim Gyong-ho,Unknown,North Korea,1978,Shooting,10 m air rifle,Single,0,0,1
Mou Luhui,Unknown,China,1978,Shooting,10 m air rifle team,Team,1,0,0
Pang Liqin,Unknown,China,1978,Shooting,10 m air rifle team,Team,1,0,0
Qi Feng,Unknown,China,1978,Shooting,10 m air rifle team,Team,1,0,0
Zhou Guining,Unknown,China,1978,Shooting,10 m air rifle team,Team,1,0,0
Kim Dong-gil,Unknown,North Korea,1978,Shooting,10 m air rifle team,Team,0,1,0
Kim Gyong-ho,Unknown,North Korea,1978,Shooting,10 m air rifle team,Team,0,1,0
Ri Ho-jun,Unknown,North Korea,1978,Shooting,10 m air rifle team,Team,0,1,0
Sin Jae-myung,Unknown,North Korea,1978,Shooting,10 m air rifle team,Team,0,1,0
Myung Jae-hwan,Unknown,South Korea,1978,Shooting,10 m air rifle team,Team,0,0,1
Park Nam-soon,Unknown,South Korea,1978,Shooting,10 m air rifle team,Team,0,0,1
Seo Jang-woon,Unknown,South Korea,1978,Shooting,10 m air rifle team,Team,0,0,1
Yoon Deok-ha,Unknown,South Korea,1978,Shooting,10 m air rifle team,Team,0,0,1
Hiroyuki Akatsuka,Unknown,Japan,1978,Shooting,25 m center fire pistol,Single,1,0,0
Su Xiaoan,Unknown,China,1978,Shooting,25 m center fire pistol,Single,0,1,0
Park Jong-kil,Unknown,South Korea,1978,Shooting,25 m center fire pistol,Single,0,0,1
Kim Chi-man,Unknown,North Korea,1978,Shooting,25 m center fire pistol team,Team,1,0,0
Kim Su-il,Unknown,North Korea,1978,Shooting,25 m center fire pistol team,Team,1,0,0
Nam Son-u,Unknown,North Korea,1978,Shooting,25 m center fire pistol team,Team,1,0,0
So Gil-san,Unknown,North Korea,1978,Shooting,25 m center fire pistol team,Team,1,0,0
Cha Byeong-guk,Unknown,South Korea,1978,Shooting,25 m center fire pistol team,Team,0,1,0
Lim Tae-ho,Unknown,South Korea,1978,Shooting,25 m center fire pistol team,Team,0,1,0
Nam Ho-won,Unknown,South Korea,1978,Shooting,25 m center fire pistol team,Team,0,1,0
Park Jong-kil,Unknown,South Korea,1978,Shooting,25 m center fire pistol team,Team,0,1,0
Deng Zening,Unknown,China,1978,Shooting,25 m center fire pistol team,Team,0,0,1
Liang Zhangyi,Unknown,China,1978,Shooting,25 m center fire pistol team,Team,0,0,1
Su Xiaoan,Unknown,China,1978,Shooting,25 m center fire pistol team,Team,0,0,1
Wang Xusheng,Unknown,China,1978,Shooting,25 m center fire pistol team,Team,0,0,1
Park Jong-kil,Unknown,South Korea,1978,Shooting,25 m rapid fire pistol,Single,1,0,0
So Gil-san,Unknown,North Korea,1978,Shooting,25 m rapid fire pistol,Single,0,1,0
Takeo Kamachi,Unknown,Japan,1978,Shooting,25 m rapid fire pistol,Single,0,0,1
Kim Su-il,Unknown,North Korea,1978,Shooting,25 m rapid fire pistol team,Team,1,0,0
Nam Son-u,Unknown,North Korea,1978,Shooting,25 m rapid fire pistol team,Team,1,0,0
So Gil-san,Unknown,North Korea,1978,Shooting,25 m rapid fire pistol team,Team,1,0,0
Yun Chang-ho,Unknown,North Korea,1978,Shooting,25 m rapid fire pistol team,Team,1,0,0
Hiroyuki Akatsuka,Unknown,Japan,1978,Shooting,25 m rapid fire pistol team,Team,0,1,0
Satoshi Fujita,Unknown,Japan,1978,Shooting,25 m rapid fire pistol team,Team,0,1,0
Takeo Kamachi,Unknown,Japan,1978,Shooting,25 m rapid fire pistol team,Team,0,1,0
Makoto Shiraishi,Unknown,Japan,1978,Shooting,25 m rapid fire pistol team,Team,0,1,0
Chang Fuguang,Unknown,China,1978,Shooting,25 m rapid fire pistol team,Team,0,0,1
Li Zhongqi,Unknown,China,1978,Shooting,25 m rapid fire pistol team,Team,0,0,1
Liu Mingjun,Unknown,China,1978,Shooting,25 m rapid fire pistol team,Team,0,0,1
Lu Zongjian,Unknown,China,1978,Shooting,25 m rapid fire pistol team,Team,0,0,1
Deng Zening,Unknown,China,1978,Shooting,25 m standard pistol,Single,1,0,0
Park Jong-kil,Unknown,South Korea,1978,Shooting,25 m standard pistol,Single,0,1,0
Hiroyuki Akatsuka,Unknown,Japan,1978,Shooting,25 m standard pistol,Single,0,0,1
Deng Zening,Unknown,China,1978,Shooting,25 m standard pistol team,Team,1,0,0
Liang Zhangyi,Unknown,China,1978,Shooting,25 m standard pistol team,Team,1,0,0
Su Xiaoan,Unknown,China,1978,Shooting,25 m standard pistol team,Team,1,0,0
Wang Xusheng,Unknown,China,1978,Shooting,25 m standard pistol team,Team,1,0,0
Hiroyuki Akatsuka,Unknown,Japan,1978,Shooting,25 m standard pistol team,Team,0,1,0
Satoshi Fujita,Unknown,Japan,1978,Shooting,25 m standard pistol team,Team,0,1,0
Takeo Kamachi,Unknown,Japan,1978,Shooting,25 m standard pistol team,Team,0,1,0
Makoto Shiraishi,Unknown,Japan,1978,Shooting,25 m standard pistol team,Team,0,1,0
Vit Chaikittikorn,Unknown,Thailand,1978,Shooting,25 m standard pistol team,Team,0,0,1
Boriboon Vutiphagdee,Unknown,Thailand,1978,Shooting,25 m standard pistol team,Team,0,0,1
Sirin Wangspa,Unknown,Thailand,1978,Shooting,25 m standard pistol team,Team,0,0,1
Rangsit Yanothai,Unknown,Thailand,1978,Shooting,25 m standard pistol team,Team,0,0,1
Su Zhibo,Unknown,China,1978,Shooting,50 m pistol,Single,1,0,0
Kim Gi-jong,Unknown,North Korea,1978,Shooting,50 m pistol,Single,0,1,0
Masaaki Kamimura,Unknown,Japan,1978,Shooting,50 m pistol,Single,0,0,1
Jin Chunba,Unknown,China,1978,Shooting,50 m pistol team,Team,1,0,0
Su Zhibo,Unknown,China,1978,Shooting,50 m pistol team,Team,1,0,0
Zhang Hong,Unknown,China,1978,Shooting,50 m pistol team,Team,1,0,0
Zheng Qingshan,Unknown,China,1978,Shooting,50 m pistol team,Team,1,0,0
Somsak Chaiyarate,Unknown,Thailand,1978,Shooting,50 m pistol team,Team,0,1,0
Vichit Chiewvej,Unknown,Thailand,1978,Shooting,50 m pistol team,Team,0,1,0
Mongkol Promsit,Unknown,Thailand,1978,Shooting,50 m pistol team,Team,0,1,0
Veera Uppapong,Unknown,Thailand,1978,Shooting,50 m pistol team,Team,0,1,0
Takayasu Eto,Unknown,Japan,1978,Shooting,50 m pistol team,Team,0,0,1
Chikafumi Hirai,Unknown,Japan,1978,Shooting,50 m pistol team,Team,0,0,1
Makoto Ichimura,Unknown,Japan,1978,Shooting,50 m pistol team,Team,0,0,1
Masaaki Kamimura,Unknown,Japan,1978,Shooting,50 m pistol team,Team,0,0,1
Ri Ho-jun,Unknown,North Korea,1978,Shooting,50 m rifle 3 positions,Single,1,0,0
Mou Luhui,Unknown,China,1978,Shooting,50 m rifle 3 positions,Single,0,1,0
Yoon Deok-ha,Unknown,South Korea,1978,Shooting,50 m rifle 3 positions,Single,0,0,1
Jin Dongxiang,Unknown,China,1978,Shooting,50 m rifle 3 positions team,Team,1,0,0
Leng Guiying,Unknown,China,1978,Shooting,50 m rifle 3 positions team,Team,1,0,0
Lin Bo,Unknown,China,1978,Shooting,50 m rifle 3 positions team,Team,1,0,0
Mou Luhui,Unknown,China,1978,Shooting,50 m rifle 3 positions team,Team,1,0,0
Kim Dong-gil,Unknown,North Korea,1978,Shooting,50 m rifle 3 positions team,Team,0,1,0
Kim Gyong-ho,Unknown,North Korea,1978,Shooting,50 m rifle 3 positions team,Team,0,1,0
Kim Yun-sob,Unknown,North Korea,1978,Shooting,50 m rifle 3 positions team,Team,0,1,0
Ri Ho-jun,Unknown,North Korea,1978,Shooting,50 m rifle 3 positions team,Team,0,1,0
Kwon Jeong-keon,Unknown,South Korea,1978,Shooting,50 m rifle 3 positions team,Team,0,0,1
Min Kyung-il,Unknown,South Korea,1978,Shooting,50 m rifle 3 positions team,Team,0,0,1
Seo Jang-woon,Unknown,South Korea,1978,Shooting,50 m rifle 3 positions team,Team,0,0,1
Yoon Deok-ha,Unknown,South Korea,1978,Shooting,50 m rifle 3 positions team,Team,0,0,1
Kim Gyong-ho,Unknown,North Korea,1978,Shooting,50 m rifle prone,Single,1,0,0
Lin Bo,Unknown,China,1978,Shooting,50 m rifle prone,Single,0,1,0
Kwon Jeong-keon,Unknown,South Korea,1978,Shooting,50 m rifle prone,Single,0,0,1
Chei Yung-sam,Unknown,North Korea,1978,Shooting,50 m rifle prone team,Team,1,0,0
Kim Gyong-ho,Unknown,North Korea,1978,Shooting,50 m rifle prone team,Team,1,0,0
Kim Yun-sob,Unknown,North Korea,1978,Shooting,50 m rifle prone team,Team,1,0,0
Pae Kyung-son,Unknown,North Korea,1978,Shooting,50 m rifle prone team,Team,1,0,0
Kwon Jeong-keon,Unknown,South Korea,1978,Shooting,50 m rifle prone team,Team,0,1,0
Seo Jang-woon,Unknown,South Korea,1978,Shooting,50 m rifle prone team,Team,0,1,0
Seo Man-ho,Unknown,South Korea,1978,Shooting,50 m rifle prone team,Team,0,1,0
Yoon Deok-ha,Unknown,South Korea,1978,Shooting,50 m rifle prone team,Team,0,1,0
Cheng Wensong,Unknown,China,1978,Shooting,50 m rifle prone team,Team,0,0,1
Jin Dongxiang,Unknown,China,1978,Shooting,50 m rifle prone team,Team,0,0,1
Lin Bo,Unknown,China,1978,Shooting,50 m rifle prone team,Team,0,0,1
Mou Luhui,Unknown,China,1978,Shooting,50 m rifle prone team,Team,0,0,1
Kim Dong-gil,Unknown,North Korea,1978,Shooting,50 m standard rifle 3 positions,Single,1,0,0
Leng Guiying,Unknown,China,1978,Shooting,50 m standard rifle 3 positions,Single,0,1,0
Ko Young-hee,Unknown,South Korea,1978,Shooting,50 m standard rifle 3 positions,Single,0,0,1
Jin Dongxiang,Unknown,China,1978,Shooting,50 m standard rifle 3 positions team,Team,1,0,0
Leng Guiying,Unknown,China,1978,Shooting,50 m standard rifle 3 positions team,Team,1,0,0
Lin Bo,Unknown,China,1978,Shooting,50 m standard rifle 3 positions team,Team,1,0,0
Mou Luhui,Unknown,China,1978,Shooting,50 m standard rifle 3 positions team,Team,1,0,0
Kim Dong-gil,Unknown,North Korea,1978,Shooting,50 m standard rifle 3 positions team,Team,0,1,0
Kim Gyong-ho,Unknown,North Korea,1978,Shooting,50 m standard rifle 3 positions team,Team,0,1,0
Kim Yun-sob,Unknown,North Korea,1978,Shooting,50 m standard rifle 3 positions team,Team,0,1,0
Ri Ho-jun,Unknown,North Korea,1978,Shooting,50 m standard rifle 3 positions team,Team,0,1,0
Chang Il-kyung,Unknown,South Korea,1978,Shooting,50 m standard rifle 3 positions team,Team,0,0,1
Ko Young-hee,Unknown,South Korea,1978,Shooting,50 m standard rifle 3 positions team,Team,0,0,1
Seo Jang-woon,Unknown,South Korea,1978,Shooting,50 m standard rifle 3 positions team,Team,0,0,1
Yoon Deok-ha,Unknown,South Korea,1978,Shooting,50 m standard rifle 3 positions team,Team,0,0,1
Sakae Aoyagi,Unknown,Japan,1978,Shooting,Skeet,Single,1,0,0
Lee Seung-kyun,Unknown,South Korea,1978,Shooting,Skeet,Single,0,1,0
Guo Li,Unknown,China,1978,Shooting,Skeet,Single,0,0,1
Sakae Aoyagi,Unknown,Japan,1978,Shooting,Skeet team,Team,1,0,0
Tsugio Hata,Unknown,Japan,1978,Shooting,Skeet team,Team,1,0,0
Hitoshi Hiraoka,Unknown,Japan,1978,Shooting,Skeet team,Team,1,0,0
Toshitsugu Takafuji,Unknown,Japan,1978,Shooting,Skeet team,Team,1,0,0
Choi Hyun-joo,Unknown,South Korea,1978,Shooting,Skeet team,Team,0,1,0
Kim Young-il,Unknown,South Korea,1978,Shooting,Skeet team,Team,0,1,0
Kim Young-jin,Unknown,South Korea,1978,Shooting,Skeet team,Team,0,1,0
Lee Seung-kyun,Unknown,South Korea,1978,Shooting,Skeet team,Team,0,1,0
Guo Li,Unknown,China,1978,Shooting,Skeet team,Team,0,0,1
Jin Yaokang,Unknown,China,1978,Shooting,Skeet team,Team,0,0,1
Wu Lanying,Unknown,China,1978,Shooting,Skeet team,Team,0,0,1
Yue Ming,Unknown,China,1978,Shooting,Skeet team,Team,0,0,1
Randhir Singh,Unknown,India,1978,Shooting,Trap,Single,1,0,0
Mitsuyoshi Kodaira,Unknown,Japan,1978,Shooting,Trap,Single,0,1,0
Noh Jeong-sik,Unknown,South Korea,1978,Shooting,Trap,Single,0,0,1
Mitsuyoshi Kodaira,Unknown,Japan,1978,Shooting,Trap team,Team,1,0,0
Kan Numajiri,Unknown,Japan,1978,Shooting,Trap team,Team,1,0,0
Masao Obara,Unknown,Japan,1978,Shooting,Trap team,Team,1,0,0
Kazumi Watanabe,Unknown,Japan,1978,Shooting,Trap team,Team,1,0,0
Choi Jung-yong,Unknown,South Korea,1978,Shooting,Trap team,Team,0,1,0
Lee Moon-ho,Unknown,South Korea,1978,Shooting,Trap team,Team,0,1,0
Lee Sok-woo,Unknown,South Korea,1978,Shooting,Trap team,Team,0,1,0
Noh Jeong-sik,Unknown,South Korea,1978,Shooting,Trap team,Team,0,1,0
Vichien Chaveewong,Unknown,Thailand,1978,Shooting,Trap team,Team,0,0,1
Pavitr Gajaseni,Unknown,Thailand,1978,Shooting,Trap team,Team,0,0,1
Damrong Pachonyut,Unknown,Thailand,1978,Shooting,Trap team,Team,0,0,1
Phairoj Rodjaroen,Unknown,Thailand,1978,Shooting,Trap team,Team,0,0,1
Kenji Ikeda,M,Japan,1978,Swimming,100 m backstroke,Single,1,0,0
Tsuyoshi Takahashi,M,Japan,1978,Swimming,100 m backstroke,Single,0,1,0
Tang Qun,M,China,1978,Swimming,100 m backstroke,Single,0,0,1
Hisae Asari,F,Japan,1978,Swimming,100 m backstroke,Single,1,0,0
Naoko Miura,F,Japan,1978,Swimming,100 m backstroke,Single,0,1,0
Choi Yun-jung,F,South Korea,1978,Swimming,100 m backstroke,Single,0,0,1
Shigehiro Takahashi,M,Japan,1978,Swimming,100 m breaststroke,Single,1,0,0
Hiroshi Kabatani,M,Japan,1978,Swimming,100 m breaststroke,Single,0,1,0
Wang Lin,M,China,1978,Swimming,100 m breaststroke,Single,0,0,1
Chieko Watanabe,F,Japan,1978,Swimming,100 m breaststroke,Single,1,0,0
Liang Weifen,F,China,1978,Swimming,100 m breaststroke,Single,0,1,0
Chiharu Mori,F,Japan,1978,Swimming,100 m breaststroke,Single,0,0,1
Shinsuke Kayama,M,Japan,1978,Swimming,100 m butterfly,Single,1,0,0
Luo Zhaoying,M,China,1978,Swimming,100 m butterfly,Single,0,1,0
Gerald Item,M,Indonesia,1978,Swimming,100 m butterfly,Single,0,0,1
Yasue Hatsuda,F,Japan,1978,Swimming,100 m butterfly,Single,1,0,0
Naoko Kume,F,Japan,1978,Swimming,100 m butterfly,Single,0,1,0
Shao Tongmei,F,China,1978,Swimming,100 m butterfly,Single,0,0,1
Tsuyoshi Yanagidate,M,Japan,1978,Swimming,100 m freestyle,Single,1,0,0
Guo Ruishan,M,China,1978,Swimming,100 m freestyle,Single,0,1,0
Gerardo Rosario,M,Philippines,1978,Swimming,100 m freestyle,Single,0,0,1
Sachiko Yamazaki,F,Japan,1978,Swimming,100 m freestyle,Single,1,0,0
Shiho Sakanishi,F,Japan,1978,Swimming,100 m freestyle,Single,0,1,0
Ratchaneewan Bulakul,F,Thailand,1978,Swimming,100 m freestyle,Single,0,0,1
Shuji Tsukasaki,M,Japan,1978,Swimming,1500 m freestyle,Single,1,0,0
Takehiko Kawakami,M,Japan,1978,Swimming,1500 m freestyle,Single,0,1,0
Mark Joseph,M,Philippines,1978,Swimming,1500 m freestyle,Single,0,0,1
Tsuyoshi Takahashi,M,Japan,1978,Swimming,200 m backstroke,Single,1,0,0
Tang Qun,M,China,1978,Swimming,200 m backstroke,Single,0,1,0
Kenji Ikeda,M,Japan,1978,Swimming,200 m backstroke,Single,0,0,1
Hisae Asari,F,Japan,1978,Swimming,200 m backstroke,Single,1,0,0
Naoko Miura,F,Japan,1978,Swimming,200 m backstroke,Single,0,1,0
Choi Yun-jung,F,South Korea,1978,Swimming,200 m backstroke,Single,0,0,1
Shigehiro Takahashi,M,Japan,1978,Swimming,200 m breaststroke,Single,1,0,0
Hiroshi Kabatani,M,Japan,1978,Swimming,200 m breaststroke,Single,0,1,0
Wang Lin,M,China,1978,Swimming,200 m breaststroke,Single,0,0,1
Chieko Watanabe,F,Japan,1978,Swimming,200 m breaststroke,Single,1,0,0
Chiharu Mori,F,Japan,1978,Swimming,200 m breaststroke,Single,0,1,0
Liang Weifen,F,China,1978,Swimming,200 m breaststroke,Single,0,0,1
Shinsuke Kayama,M,Japan,1978,Swimming,200 m butterfly,Single,1,0,0
Gerald Item,M,Indonesia,1978,Swimming,200 m butterfly,Single,0,1,0
Cho Oh-yun,M,South Korea,1978,Swimming,200 m butterfly,Single,0,0,1
Yasue Hatsuda,F,Japan,1978,Swimming,200 m butterfly,Single,1,0,0
Naoko Kume,F,Japan,1978,Swimming,200 m butterfly,Single,0,1,0
Nunung Selowati,F,Indonesia,1978,Swimming,200 m butterfly,Single,0,0,1
Gerardo Rosario,M,Philippines,1978,Swimming,200 m freestyle,Single,1,0,0
Kristiono Sumono,M,Indonesia,1978,Swimming,200 m freestyle,Single,0,1,0
Hiroshi Sakamoto,M,Japan,1978,Swimming,200 m freestyle,Single,0,0,1
Ratchaneewan Bulakul,F,Thailand,1978,Swimming,200 m freestyle,Single,1,0,0
Junie Sng,F,Singapore,1978,Swimming,200 m freestyle,Single,0,1,0
Sachiko Yamazaki,F,Japan,1978,Swimming,200 m freestyle,Single,0,0,1
Tsuyoshi Yanagidate,M,Japan,1978,Swimming,200 m individual medley,Single,1,0,0
Kozo Tatsumi,M,Japan,1978,Swimming,200 m individual medley,Single,0,1,0
Gerald Item,M,Indonesia,1978,Swimming,200 m individual medley,Single,0,0,1
Mio Hirata,F,Japan,1978,Swimming,200 m individual medley,Single,1,0,0
Yuko Imamichi,F,Japan,1978,Swimming,200 m individual medley,Single,0,1,0
Liang Weifen,F,China,1978,Swimming,200 m individual medley,Single,0,0,1
Hiroshi Sakamoto,M,Japan,1978,Swimming,4 × 100 m freestyle relay,Team,1,0,0
Shinya Izumi,M,Japan,1978,Swimming,4 × 100 m freestyle relay,Team,1,0,0
Shigeki Yamazaki,M,Japan,1978,Swimming,4 × 100 m freestyle relay,Team,1,0,0
Tsuyoshi Yanagidate,M,Japan,1978,Swimming,4 × 100 m freestyle relay,Team,1,0,0
Cui Fang,M,China,1978,Swimming,4 × 100 m freestyle relay,Team,0,1,0
Huang Guangliang,M,China,1978,Swimming,4 × 100 m freestyle relay,Team,0,1,0
Mo Zhengjie,M,China,1978,Swimming,4 × 100 m freestyle relay,Team,0,1,0
Zhong Guiyu,M,China,1978,Swimming,4 × 100 m freestyle relay,Team,0,1,0
Gerald Item,M,Indonesia,1978,Swimming,4 × 100 m freestyle relay,Team,0,0,1
Dwi Widjayanto,M,Indonesia,1978,Swimming,4 × 100 m freestyle relay,Team,0,0,1
John David Item,M,Indonesia,1978,Swimming,4 × 100 m freestyle relay,Team,0,0,1
Kristiono Sumono,M,Indonesia,1978,Swimming,4 × 100 m freestyle relay,Team,0,0,1
Sachiko Yamazaki,F,Japan,1978,Swimming,4 × 100 m freestyle relay,Team,1,0,0
Shiho Sakanishi,F,Japan,1978,Swimming,4 × 100 m freestyle relay,Team,1,0,0
Mika Saito,F,Japan,1978,Swimming,4 × 100 m freestyle relay,Team,1,0,0
Makiko Takahashi,F,Japan,1978,Swimming,4 × 100 m freestyle relay,Team,1,0,0
Lou Yinghua,F,China,1978,Swimming,4 × 100 m freestyle relay,Team,0,1,0
